record_id,record_type,council_name,province,fiscal_year,period,category,line_item,budget_zmw,actual_zmw,source_document,source_table,source_page,scope,currency,ward_or_constituency,stakeholders
KIT-EXP-2025-Q2-006,expenditure,Kitwe City Council,Copperbelt,2025,Q1-Q2,Financial assets,,342210361.6,38076631.04,Budget-Performance-Report-116-LAs.pdf,Table 14,27,Province-wide,ZMW,,Kitwe City Council
KIT-EXP-2025-Q2-007,expenditure,Kitwe City Council,Copperbelt,2025,Q1-Q2,Loan repayments,,7473871.0,0.0,Budget-Performance-Report-116-LAs.pdf,Table 14,27,Province-wide,ZMW,,Kitwe City Council
KIT-EXP-2025-Q2-008,expenditure,Kitwe City Council,Copperbelt,2025,Q1-Q2,Other repayments,,88579681.48,25965785.57,Budget-Performance-Report-116-LAs.pdf,Table 14,27,Province-wide,ZMW,,Kitwe City Council
KIT-EXP-2025-Q2-009,expenditure,Kitwe City Council,Copperbelt,2025,Q1-Q2,Total payments,,2365037000.0,970875783.6,Budget-Performance-Report-116-LAs.pdf,Table 14,27,Province-wide,ZMW,,Kitwe City Council
KIT-EXP-2025-Q2-010,expenditure,Kitwe City Council,Copperbelt,2025,Q1-Q2,Net Budget Performance,,0.42,156011388.0,Table 14,27,Province-wide,10/09/2026,ZMW,,Kitwe City Council
KIT-DEBT-2025-001,debt_arrears,Kitwe City Council,Copperbelt,2025,Q1-Q2,PE's,,,,Budget-Performance-Report-116-LAs.pdf,Table 23,40,National (consolidated),ZMW,,Kitwe City Council Staff
KIT-DEBT-2025-002,debt_arrears,Kitwe City Council,Copperbelt,2025,Q1-Q2,ZAMTEL,,,,Budget-Performance-Report-116-LAs.pdf,Table 23,40,National (consolidated),ZMW,,ZAMTEL
KIT-DEBT-2025-003,debt_arrears,Kitwe City Council,Copperbelt,2025,Q1-Q2,ZESCO,,,,Budget-Performance-Report-116-LAs.pdf,Table 23,40,National (consolidated),ZMW,,ZESCO
KIT-DEBT-2025-004,debt_arrears,Kitwe City Council,Copperbelt,2025,Q1-Q2,Water,,,,Budget-Performance-Report-116-LAs.pdf,Table 23,40,National (consolidated),ZMW,,Nkana Water and Sewerage Company
KIT-DEBT-2025-005,debt_arrears,Kitwe City Council,Copperbelt,2025,Q1-Q2,Legal Costs,,,,Budget-Performance-Report-116-LAs.pdf,Table 23,40,National (consolidated),ZMW,,Legal Service Providers
KIT-DEBT-2025-006,debt_arrears,Kitwe City Council,Copperbelt,2025,Q1-Q2,NAPSA Arrears,,,,Budget-Performance-Report-116-LAs.pdf,Table 23,40,National (consolidated),ZMW,,National Pension Scheme Authority (NAPSA)
KIT-DEBT-2025-007,debt_arrears,Kitwe City Council,Copperbelt,2025,Q1-Q2,NAPSA Arrears - Penalties,,,,Budget-Performance-Report-116-LAs.pdf,Table 23,40,National (consolidated),ZMW,,National Pension Scheme Authority (NAPSA)
KIT-DEBT-2025-008,debt_arrears,Kitwe City Council,Copperbelt,2025,Q1-Q2,LASF Arrears,,,,Budget-Performance-Report-116-LAs.pdf,Table 23,40,National (consolidated),ZMW,,Local Authorities Superannuation Fund (LASF)
KIT-DEBT-2025-009,debt_arrears,Kitwe City Council,Copperbelt,2025,Q1-Q2,LASF Arrears - Penalties,,,,Budget-Performance-Report-116-LAs.pdf,Table 23,40,National (consolidated),ZMW,,Local Authorities Superannuation Fund (LASF)
KIT-DEBT-2025-010,debt_arrears,Kitwe City Council,Copperbelt,2025,Q1-Q2,Other Pension Arrears,,,,Budget-Performance-Report-116-LAs.pdf,Table 23,40,National (consolidated),ZMW,,Other Pension Fund
KIT-DEBT-2025-011,debt_arrears,Kitwe City Council,Copperbelt,2025,Q1-Q2,Other Pension Arrears - Penalties,,,,Budget-Performance-Report-116-LAs.pdf,Table 23,40,National (consolidated),ZMW,,Other Pension Fund
KIT-DEBT-2025-012,debt_arrears,Kitwe City Council,Copperbelt,2025,Q1-Q2,ZRA PAYE,,,,Budget-Performance-Report-116-LAs.pdf,Table 23,40,National (consolidated),ZMW,,Zambia Revenue Authority (ZRA)
KIT-DEBT-2025-013,debt_arrears,Kitwe City Council,Copperbelt,2025,Q1-Q2,ZRA - Penalties,,,,Budget-Performance-Report-116-LAs.pdf,Table 23,40,National (consolidated),ZMW,,Zambia Revenue Authority (ZRA)
KIT-AUD-2022-001,audit_query,Kitwe City Council,Copperbelt,2022,FY2022,ICT Systems,Lack of Alternative Power Supply and Lack of Uninterrupted Power Supply for KCC ICT Equipment in the Server Room,,,SUMMARY-OF-ACTION-TAKEN-REPORT.pdf,,203,Council-specific,ZMW,,Office of the Auditor General
KIT-LOC-2023-001,local_revenue,Kitwe City Council,Copperbelt,2023,FY2023,Local Taxes,Residential Rates,,7506104.0,From audited 2023 financial statements,Kitwe Financial Statements 2023,Note 2,24,ZMW,,Kitwe City Council
KIT-LOC-2023-002,local_revenue,Kitwe City Council,Copperbelt,2023,FY2023,Local Taxes,Industrial/Commercial Rates,,19032047.0,From audited 2023 financial statements,Kitwe Financial Statements 2023,Note 2,24,ZMW,,Kitwe City Council
KIT-LOC-2023-003,local_revenue,Kitwe City Council,Copperbelt,2023,FY2023,Local Taxes,Mining Rates,,76399799.0,From audited 2023 financial statements,Kitwe Financial Statements 2023,Note 2,24,ZMW,,Kitwe City Council
KIT-LOC-2023-004,local_revenue,Kitwe City Council,Copperbelt,2023,FY2023,Local Taxes,Personal Levy,,170279.0,From audited 2023 financial statements,Kitwe Financial Statements 2023,Note 2,24,ZMW,,Kitwe City Council
KIT-LOC-2023-005,local_revenue,Kitwe City Council,Copperbelt,2023,FY2023,Local Taxes,TOTAL Local Taxes,,103108229.0,From audited 2023 financial statements,Kitwe Financial Statements 2023,Note 2,24,ZMW,,Kitwe City Council
KIT-LOC-2023-006,local_revenue,Kitwe City Council,Copperbelt,2023,FY2023,Fees and Charges,TOTAL Fees and Charges,,30706709.0,From audited 2023 financial statements,Kitwe Financial Statements 2023,Note 3,24,ZMW,,Kitwe City Council
KIT-CDF-2026-001,cdf_project,Kitwe City Council,Copperbelt,2026,Jan-26,Completion Works,Completion of wall fence at Kamatipa Combined School,,,Contract signed 19 Jan 2026; Chimwemwe Constituency,KCC CDF Signing Jan 2026,,,ZMW,,Kamatipa Combined School
KIT-CDF-2026-002,cdf_project,Kitwe City Council,Copperbelt,2026,Jan-26,Sanitation,Construction of ablution block in Kawama,,,Contract signed 19 Jan 2026; Chimwemwe Constituency,KCC CDF Signing Jan 2026,,,ZMW,,Kawama
KIT-CDF-2026-003,cdf_project,Kitwe City Council,Copperbelt,2026,Jan-26,Security,Construction of police post in Chimwemwe East,,,Contract signed 19 Jan 2026; Chimwemwe Constituency,KCC CDF Signing Jan 2026,,,ZMW,,Chimwemwe East
KIT-CDF-2026-004,cdf_project,Kitwe City Council,Copperbelt,2026,Jan-26,Markets,Construction of Chamboli Market shelters tables and boundary wall,,,Contract signed 19 Jan 2026; Wusakile Constituency,KCC CDF Signing Jan 2026,,,ZMW,,Construction of Chamboli Market shelters tables and boundary wall
KIT-CDF-2026-005,cdf_project,Kitwe City Council,Copperbelt,2026,Jan-26,Street Lighting,Installation of 28 solar street lights (Nationalist) and 17 (Kalemba Drive Parklands Ward),,,Contract signed 19 Jan 2026; Nkana Constituency,KCC CDF Signing Jan 2026,,,ZMW,Kalemba Drive Parklands Ward,Installation of 28 solar street lights (Nationalist) and 17 (Kalemba Drive Parklands Ward)
KIT-CDF-2026-006,cdf_project,Kitwe City Council,Copperbelt,2026,Jan-26,Street Lighting,Installation of 14 solar street lights in Richmond area,,,Contract signed 19 Jan 2026; Nkana Constituency,KCC CDF Signing Jan 2026,,,ZMW,,Richmond
KIT-CDF-2026-007,cdf_project,Kitwe City Council,Copperbelt,2026,Jan-26,Infrastructure,Construction of bridge connecting Mukuba University and Zambia Compound,,,Contract signed 19 Jan 2026; Chimwemwe Constituency,KCC CDF Signing Jan 2026,,,ZMW,,Construction of bridge connecting Mukuba University and Zambia Compound
KIT-CDF-2026-008,cdf_project,Kitwe City Council,Copperbelt,2026,Jan-26,Sanitation,Construction of Sopelo Market ablution block,,,Contract signed 19 Jan 2026; Chimwemwe Constituency,KCC CDF Signing Jan 2026,,,ZMW,,Construction of Sopelo Market ablution block
KIT-CDF-2026-009,cdf_project,Kitwe City Council,Copperbelt,2026,Jan-26,Street Lighting,Installation of 32 solar street lights from Petroda via Buchi Hall to Joseph Musonda Stadium and ZESCO Pylon,,,Contract signed 19 Jan 2026; Nkana Constituency,KCC CDF Signing Jan 2026,,,ZMW,,Installation of 32 solar street lights from Petroda via Buchi Hall to Joseph Musonda Stadium and ZESCO Pylon
KIT-CDF-2026-010,cdf_project,Kitwe City Council,Copperbelt,2026,Jan-26,Sanitation,Construction of ablution block in Chimwemwe Constituency,,,Contract signed 19 Jan 2026,KCC CDF Signing Jan 2026,,,ZMW,Chimwemwe Constituency,Chimwemwe Constituency
KIT-CDF-2026-011,cdf_project,Kitwe City Council,Copperbelt,2026,Jan-26,Water Supply,Equipping of borehole with 10000L steel tank stand and 10000L poly tank at Miyombo Luto Ward,,,Contract signed 19 Jan 2026; Wusakile Constituency,KCC CDF Signing Jan 2026,,,ZMW,Miyombo Luto Ward,Miyombo Luto Ward
KIT-CDF-2026-012,cdf_project,Kitwe City Council,Copperbelt,2026,Jan-26,Rehabilitation,Rehabilitation of Garneton Local Court ablution block,,,Contract signed 19 Jan 2026; Chimwemwe Constituency,KCC CDF Signing Jan 2026,,,ZMW,,Rehabilitation of Garneton Local Court ablution block
KIT-CDF-2026-013,cdf_project,Kitwe City Council,Copperbelt,2026,Jan-26,Health,Rehabilitation of plumbing system at Mulenga Clinic,,,Contract signed 19 Jan 2026; Kamfinsa Constituency,KCC CDF Signing Jan 2026,,,ZMW,,Mulenga Clinic
KIT-CDF-2026-014,cdf_project,Kitwe City Council,Copperbelt,2026,Jan-26,Education,Rehabilitation of 1x7 classroom block at Kamatipa Combined School,,,Contract signed 19 Jan 2026; Chimwemwe Constituency,KCC CDF Signing Jan 2026,,,ZMW,,Kamatipa Combined School
KIT-CDF-2026-015,cdf_project,Kitwe City Council,Copperbelt,2026,Jan-26,Markets,Completion of market shelter at Kamatipa Market,,,Contract signed 19 Jan 2026; Chimwemwe Constituency,KCC CDF Signing Jan 2026,,,ZMW,,Kamatipa Market
KIT-CDF-2025-001,cdf_project,Kitwe City Council,Copperbelt,2025,2025,Markets,Construction of Chimpalampala Market Shelter,,,Mulenga Compound; Kamfinsa Constituency,KCC CDF Contracts 2025,,,ZMW,,Construction of Chimpalampala Market Shelter
KIT-CDF-2025-002,cdf_project,Kitwe City Council,Copperbelt,2025,2025,Infrastructure,Construction of Mwaiseni-Nkana East Footbridge,,,Kwacha Constituency,KCC CDF Contracts 2025,,,ZMW,,Construction of Mwaiseni-Nkana East Footbridge
KIT-CDF-2025-003,cdf_project,Kitwe City Council,Copperbelt,2025,2025,Water Supply,Equipping of 11 boreholes across all five constituencies,,,All 5 constituencies,KCC CDF Contracts 2025,,,ZMW,,Equipping of 11 boreholes across all five constituencies
KIT-CDF-2025-004,cdf_project,Kitwe City Council,Copperbelt,2025,2025,Education,Construction of wall fence at Wusakile Skills Centre,,,Wusakile Constituency,KCC CDF Contracts 2025,,,ZMW,,Wusakile Skills Centre
KIT-CDF-2025-005,cdf_project,Kitwe City Council,Copperbelt,2025,2025,Education,Delivery of school desks to various schools,,,Nkana Constituency,KCC CDF Contracts 2025,,,ZMW,,Delivery of school desks to various schools
KIT-CDF-2023-LOAN,cdf_project,Kitwe City Council,Copperbelt,2023,2023,Empowerment,K13177387 disbursed to 163 CDF loan beneficiaries across 5 constituencies,,,Loan disbursement,Kitwe Council News,,,ZMW,,K13177387 disbursed to 163 CDF loan beneficiaries across 5 constituencies
KIT-EMP-2025-001,empowerment_grant,Kitwe City Council,Copperbelt,2025,2025,CDF Empowerment,Wusakile Constituency Cooperatives (86 cooperatives K2465000),,,CDF Empowerment Grants 2025,KCC Empowerment Grants 2025,,,ZMW,Wusakile Constituency,Wusakile Constituency Cooperatives
KIT-EMP-2025-002,empowerment_grant,Kitwe City Council,Copperbelt,2025,2025,CDF Empowerment,Kamfinsa Constituency Cooperatives (113 cooperatives K2478090),,,CDF Empowerment Grants 2025,KCC Empowerment Grants 2025,,,ZMW,Kamfinsa Constituency,Kamfinsa Constituency Cooperatives
KIT-EMP-2025-003,empowerment_grant,Kitwe City Council,Copperbelt,2025,2025,CDF Empowerment,Chimwemwe Constituency Cooperatives (96 cooperatives K2478064),,,CDF Empowerment Grants 2025,KCC Empowerment Grants 2025,,,ZMW,Chimwemwe Constituency,Chimwemwe Constituency Cooperatives
KIT-EMP-2025-004,empowerment_grant,Kitwe City Council,Copperbelt,2025,2025,CDF Empowerment,Nkana Constituency Cooperatives (75 cooperatives K1806800),,,CDF Empowerment Grants 2025,KCC Empowerment Grants 2025,,,ZMW,Nkana Constituency,Nkana Constituency Cooperatives
